Outlet_ID,Year,Month,Distributor_ID,SKU_ID,Volume_Liters,Total_Bill_Value,__reject_reason__,__source_dataset__
OUT_11062,2024,12,DIST_C_03,SKU_01,-9.32659140915942,-2797.975983854193,non_positive_bill_value,transactions
OUT_04063,2025,1,DIST_W_01,SKU_04,-27.26140125266618,-8859.997660432684,non_positive_bill_value,transactions
OUT_12603,2023,4,DIST_C_01,SKU_07,-81.37659206311808,-52894.79202878739,non_positive_bill_value,transactions
OUT_04438,2023,6,DIST_W_01,SKU_08,-20.37415899894984,-8964.670731736856,non_positive_bill_value,transactions
OUT_13845,2025,6,DIST_NW_01,SKU_01,-5.638588858384108,-1691.5470830558706,non_positive_bill_value,transactions
OUT_01619,2024,8,DIST_W_01,SKU_03,-10.968541350104536,-3838.945536598193,non_positive_bill_value,transactions
OUT_13509,2024,10,DIST_NW_01,SKU_03,-9.043369311951237,-3165.1590593815336,non_positive_bill_value,transactions
OUT_05161,2025,1,DIST_W_02,SKU_03,-24.33199170054712,-8516.185214897081,non_positive_bill_value,transactions
OUT_17153,2025,5,DIST_S_02,SKU_08,-41.33265832675924,-18186.321759839742,non_positive_bill_value,transactions
OUT_19495,2023,4,DIST_S_01,SKU_08,-47.16256933253687,-20751.515655363182,non_positive_bill_value,transactions
OUT_04533,2023,10,DIST_W_03,SKU_06,-334.83011336073986,-28125.708415836536,non_positive_bill_value,transactions
OUT_11975,2025,7,DIST_C_02,SKU_10,-7.757416254311567,-2864.318897689883,non_positive_bill_value,transactions
OUT_01325,2023,7,DIST_W_01,SKU_07,-24.712033151420016,-16062.825005623525,non_positive_bill_value,transactions
OUT_11617,2024,5,DIST_C_02,SKU_03,-10.442743743512972,-3654.927914193215,non_positive_bill_value,transactions
OUT_19535,2024,6,DIST_S_02,SKU_09,-7.998790025654877,-17597.38277997831,non_positive_bill_value,transactions
OUT_00725,2023,8,DIST_W_03,SKU_10,-4.19959384077262,-1550.5806362118312,non_positive_bill_value,transactions
OUT_01299,2025,10,DIST_W_01,SKU_04,-45.672279237279774,-14843.459403405754,non_positive_bill_value,transactions
OUT_19885,2024,1,DIST_S_01,SKU_10,-11.051434452089548,-4080.551394652951,non_positive_bill_value,transactions
OUT_18256,2023,9,DIST_S_02,SKU_04,-5.289229299582612,-1718.9995850139526,non_positive_bill_value,transactions
OUT_12296,2025,3,DIST_C_01,SKU_07,-11.624288546773574,-7555.832259508068,non_positive_bill_value,transactions
OUT_06397,2024,10,DIST_W_03,SKU_04,-5.1026240283766615,-1658.388905807196,non_positive_bill_value,transactions
OUT_19417,2025,5,DIST_S_01,SKU_03,-16.295415993977763,-5703.421741159955,non_positive_bill_value,transactions
OUT_14021,2024,4,DIST_NW_01,SKU_01,-17.507467893980284,-5252.2287126450165,non_positive_bill_value,transactions
OUT_07298,2025,7,DIST_W_02,SKU_07,-56.81744324564834,-36931.35223483783,non_positive_bill_value,transactions
OUT_13417,2023,2,DIST_NW_02,SKU_09,-13.539871053084385,-29787.67268610758,non_positive_bill_value,transactions
OUT_15762,2024,9,DIST_NW_02,SKU_05,-26.60241662429377,-2394.205090581434,non_positive_bill_value,transactions
OUT_07886,2024,1,DIST_W_01,SKU_05,-26.334663719639213,-2370.147946213844,non_positive_bill_value,transactions
OUT_04940,2024,6,DIST_W_03,SKU_06,-42.82777342698893,-3597.54914102008,non_positive_bill_value,transactions
OUT_10432,2023,9,DIST_C_01,SKU_04,-27.84156183212834,-9048.504976531714,non_positive_bill_value,transactions
OUT_01224,2023,4,DIST_W_02,SKU_07,-36.385085950258286,-23650.2638958662,non_positive_bill_value,transactions
OUT_16671,2023,6,DIST_NW_01,SKU_07,-9.682837321665396,-6293.856329714969,non_positive_bill_value,transactions
OUT_16684,2025,5,DIST_NW_01,SKU_04,-4.364746893311447,-1418.555125991732,non_positive_bill_value,transactions
OUT_17202,2025,2,DIST_S_02,SKU_07,-32.174821531727346,-20913.590583493693,non_positive_bill_value,transactions
OUT_17800,2025,10,DIST_S_01,SKU_08,-30.015997023497828,-13207.04665340269,non_positive_bill_value,transactions
OUT_04594,2023,10,DIST_W_03,SKU_01,-28.47006015070938,-8540.985868023807,non_positive_bill_value,transactions
OUT_15982,2024,10,DIST_NW_01,SKU_10,-4.0220450837055175,-1485.0387401466007,non_positive_bill_value,transactions
OUT_18383,2025,1,DIST_S_01,SKU_09,-21.54483530738501,-47398.60023780548,non_positive_bill_value,transactions
OUT_04886,2023,3,DIST_W_01,SKU_02,-27.40736018240184,-6943.201283381932,non_positive_bill_value,transactions
OUT_01656,2025,4,DIST_W_01,SKU_06,-460.8722492244988,-38713.26497923562,non_positive_bill_value,transactions
OUT_04514,2025,2,DIST_W_02,SKU_05,-60.181553840664826,-5416.37922026136,non_positive_bill_value,transactions
OUT_02733,2025,1,DIST_W_03,SKU_09,-3.392161535192459,-7462.753356764408,non_positive_bill_value,transactions
OUT_12704,2023,7,DIST_C_02,SKU_05,-55.30545152042463,-4977.5233378251705,non_positive_bill_value,transactions
OUT_19316,2025,9,DIST_S_02,SKU_06,-137.9241687927626,-11585.581706685713,non_positive_bill_value,transactions
OUT_15377,2023,3,DIST_NW_01,SKU_03,-10.150807444553031,-3552.7605734770987,non_positive_bill_value,transactions
OUT_01826,2023,1,DIST_W_03,SKU_05,-67.46365154979675,-6071.750552877359,non_positive_bill_value,transactions
OUT_04165,2024,1,DIST_W_03,SKU_10,-17.902279835715582,-6610.070182689961,non_positive_bill_value,transactions
OUT_00782,2024,12,DIST_W_01,SKU_01,-6.399686674103231,-2079.9287163679232,non_positive_bill_value,transactions
OUT_00922,2025,10,DIST_W_03,SKU_07,-13.35667803656392,-8681.876329821682,non_positive_bill_value,transactions
OUT_09501,2023,10,DIST_C_02,SKU_08,-52.06265143173909,-22907.53160734393,non_positive_bill_value,transactions
OUT_05664,2024,6,DIST_W_02,SKU_08,-21.107945929765883,-9287.493046242844,non_positive_bill_value,transactions
OUT_10795,2023,6,DIST_C_03,SKU_08,-5.522686614870976,-2429.9411225801377,non_positive_bill_value,transactions
OUT_15361,2024,7,DIST_NW_02,SKU_06,-121.27731739000892,-10187.289425226803,non_positive_bill_value,transactions
OUT_06041,2024,8,DIST_W_02,SKU_08,-29.732901784632944,-13082.435814289633,non_positive_bill_value,transactions
OUT_01243,2024,11,DIST_W_03,SKU_02,-17.683085258318293,-4479.738865634725,non_positive_bill_value,transactions
OUT_02883,2023,12,DIST_W_03,SKU_08,-83.88683716029958,-36910.23733735196,non_positive_bill_value,transactions
OUT_08630,2024,1,DIST_W_03,SKU_07,-62.360243584965446,-40534.130979291614,non_positive_bill_value,transactions
OUT_11207,2025,5,DIST_C_03,SKU_06,-74.03186146327127,-6218.688471500225,non_positive_bill_value,transactions
OUT_08069,2024,6,DIST_W_03,SKU_03,-6.05504421044519,-2119.303883710988,non_positive_bill_value,transactions
OUT_13271,2025,2,DIST_NW_02,SKU_03,-23.03704475448363,-8063.010419767997,non_positive_bill_value,transactions
OUT_08857,2025,8,DIST_W_01,SKU_05,-23.97348022185717,-2157.650959549084,non_positive_bill_value,transactions
OUT_06556,2025,4,DIST_W_03,SKU_05,-143.38224847679146,-12904.40824654249,non_positive_bill_value,transactions
OUT_02303,2025,8,DIST_W_01,SKU_10,-20.02919598747577,-7395.355459824612,non_positive_bill_value,transactions
OUT_01586,2024,9,DIST_W_03,SKU_05,-11.348102512561624,-1021.3289590160352,non_positive_bill_value,transactions
OUT_06231,2023,6,DIST_W_01,SKU_06,-38.51881240897892,-3235.5513995760416,non_positive_bill_value,transactions
OUT_03418,2025,2,DIST_W_03,SKU_10,-17.89765643468119,-6608.385120820593,non_positive_bill_value,transactions
OUT_09693,2025,8,DIST_C_02,SKU_05,-34.038366822945775,-3063.5025703424976,non_positive_bill_value,transactions
OUT_10256,2024,10,DIST_C_03,SKU_10,-7.187075153289433,-2653.6905933391017,non_positive_bill_value,transactions
OUT_02214,2023,12,DIST_W_01,SKU_10,-5.698171556508264,-2103.912107010959,non_positive_bill_value,transactions
OUT_00534,2024,11,DIST_W_01,SKU_10,-18.36223224995746,-6779.935608521039,non_positive_bill_value,transactions
OUT_04420,2025,9,DIST_W_03,SKU_02,-19.44811487066284,-4926.843935460201,non_positive_bill_value,transactions
OUT_10758,2023,9,DIST_C_02,SKU_04,-44.3329934893979,-14408.24219264288,non_positive_bill_value,transactions
OUT_03271,2023,7,DIST_W_01,SKU_08,-29.762585368583004,-13095.579268074962,non_positive_bill_value,transactions
OUT_12348,2023,1,DIST_C_03,SKU_01,-57.49055432730559,-17247.148640498388,non_positive_bill_value,transactions
OUT_10254,2025,12,DIST_C_01,SKU_02,-118.26168292268164,-29959.671426614324,non_positive_bill_value,transactions
OUT_08233,2025,2,DIST_W_03,SKU_08,-29.491470719178285,-12976.22043380302,non_positive_bill_value,transactions
OUT_11500,2023,4,DIST_C_01,SKU_06,-404.62655761850016,-33988.62651573147,non_positive_bill_value,transactions
OUT_04870,2023,4,DIST_W_03,SKU_01,-8.312430171603712,-2493.708283399242,non_positive_bill_value,transactions
OUT_15290,2023,3,DIST_NW_02,SKU_04,-9.823253106858052,-3192.5294760600977,non_positive_bill_value,transactions
OUT_12963,2023,9,DIST_C_02,SKU_06,-107.19379534067863,-9004.249539978138,non_positive_bill_value,transactions
OUT_11615,2024,3,DIST_C_03,SKU_04,-10.41096846203822,-3383.5322329839923,non_positive_bill_value,transactions
OUT_17553,2023,10,DIST_S_01,SKU_01,-6.965057745807884,-2089.539296817009,non_positive_bill_value,transactions
OUT_19209,2023,1,DIST_S_01,SKU_06,-175.03282944975462,-14702.73601476233,non_positive_bill_value,transactions
OUT_01839,2023,6,DIST_W_03,SKU_03,-6.91628310266991,-2420.6957466440986,non_positive_bill_value,transactions
OUT_09175,2025,1,DIST_C_01,SKU_10,-6.414040214503685,-2368.2515571310787,non_positive_bill_value,transactions
OUT_13055,2023,8,DIST_NW_02,SKU_08,-56.92363209441245,-25046.352287139707,non_positive_bill_value,transactions
OUT_06915,2023,3,DIST_W_01,SKU_08,-33.5378156798444,-14756.65536219932,non_positive_bill_value,transactions
OUT_14590,2023,4,DIST_NW_02,SKU_01,-16.678240405862013,-5003.480470837056,non_positive_bill_value,transactions
OUT_11488,2025,1,DIST_C_03,SKU_09,-6.936332172446217,-15259.92258808512,non_positive_bill_value,transactions
OUT_16190,2023,9,DIST_NW_02,SKU_09,-16.456803513854688,-36204.92934429433,non_positive_bill_value,transactions
OUT_03381,2024,9,DIST_W_02,SKU_02,-173.309577848327,-43905.08176785971,non_positive_bill_value,transactions
OUT_09195,2025,9,DIST_C_01,SKU_04,-4.653366412227749,-1512.34563965878,non_positive_bill_value,transactions
OUT_09977,2023,5,DIST_C_03,SKU_06,-364.5004348986138,-30618.008629070897,non_positive_bill_value,transactions
OUT_19763,2023,5,DIST_S_02,SKU_07,-7.933231093498337,-5156.612235520596,non_positive_bill_value,transactions
OUT_01679,2023,11,DIST_W_01,SKU_09,-14.887001415845482,-32751.37235042535,non_positive_bill_value,transactions
OUT_17119,2024,8,DIST_S_02,SKU_09,-6.37468871420046,-14024.292593777083,non_positive_bill_value,transactions
OUT_07161,2024,3,DIST_W_01,SKU_06,-639.0780174850125,-53682.54574847469,non_positive_bill_value,transactions
OUT_11748,2023,2,DIST_C_02,SKU_06,-60.51963508097799,-5083.608779568518,non_positive_bill_value,transactions
OUT_04701,2024,5,DIST_W_03,SKU_05,-36.97552614388032,-3327.747580159576,non_positive_bill_value,transactions
OUT_17604,2024,1,DIST_S_02,SKU_09,-19.91142091052532,-43805.11289699077,non_positive_bill_value,transactions
OUT_06410,2024,12,DIST_W_03,SKU_08,-102.64348421160604,-45163.09664126312,non_positive_bill_value,transactions
OUT_07470,2023,1,DIST_W_02,SKU_01,-5.326697994827509,-1598.021641167033,non_positive_bill_value,transactions
OUT_16091,2024,5,DIST_NW_01,SKU_01,-5.600206181048918,-1680.0955985363153,non_positive_bill_value,transactions
OUT_10369,2024,2,DIST_C_01,SKU_08,-6.8441505408959,-3011.473787004403,non_positive_bill_value,transactions
OUT_04757,2024,11,DIST_W_01,SKU_07,-14.226876313164812,-9247.425826652445,non_positive_bill_value,transactions
OUT_19230,2025,4,DIST_S_01,SKU_09,-21.90689710781844,-48195.16441771297,non_positive_bill_value,transactions
OUT_07169,2025,3,DIST_W_03,SKU_01,-12.83540896538814,-3850.6134088494105,non_positive_bill_value,transactions
OUT_15898,2025,9,DIST_NW_01,SKU_03,-4.463249516284818,-1562.103096067294,non_positive_bill_value,transactions
OUT_07971,2025,5,DIST_W_02,SKU_08,-19.75021224038655,-8690.049375737075,non_positive_bill_value,transactions
OUT_04194,2025,3,DIST_W_01,SKU_04,-20.639028374211,-6707.725976679563,non_positive_bill_value,transactions
OUT_09425,2024,3,DIST_C_03,SKU_05,-26.342643494660635,-2370.790233625901,non_positive_bill_value,transactions
OUT_15733,2023,8,DIST_NW_02,SKU_02,-114.57523638780232,-29025.77154344467,non_positive_bill_value,transactions
OUT_04537,2023,2,DIST_W_02,SKU_04,-5.776750186697813,-1877.4474109576224,non_positive_bill_value,transactions
OUT_15455,2024,6,DIST_NW_02,SKU_02,-79.27071133589087,-20081.867230823897,non_positive_bill_value,transactions
OUT_00354,2025,9,DIST_W_03,SKU_10,-21.737702905728963,-8026.235746912913,non_positive_bill_value,transactions
OUT_07629,2025,7,DIST_W_02,SKU_10,-21.027522017743657,-7763.980401606397,non_positive_bill_value,transactions
OUT_16671,2025,1,DIST_NW_01,SKU_07,-10.940386153276584,-7111.253052422929,non_positive_bill_value,transactions
OUT_18241,2024,8,DIST_S_02,SKU_01,-61.09555290405705,-18328.715819193887,non_positive_bill_value,transactions
OUT_08570,2024,8,DIST_W_01,SKU_01,-17.84661914225546,-4521.108950557755,non_positive_bill_value,transactions
OUT_06678,2023,11,DIST_W_01,SKU_06,-115.44647547559182,-9697.463770129294,non_positive_bill_value,transactions
OUT_02432,2023,4,DIST_W_02,SKU_02,-24.282106742302627,-6151.483988361329,non_positive_bill_value,transactions
OUT_11702,2024,12,DIST_C_01,SKU_03,-15.837749738407144,-5543.187202157746,non_positive_bill_value,transactions
OUT_13912,2023,10,DIST_NW_02,SKU_08,-28.215289186885723,-12414.685386269606,non_positive_bill_value,transactions
OUT_18844,2025,10,DIST_S_02,SKU_06,-653.445790506504,-54889.45028680673,non_positive_bill_value,transactions
OUT_01736,2025,11,DIST_W_02,SKU_08,-52.13887859587189,-22941.13374308451,non_positive_bill_value,transactions
OUT_00115,2024,1,DIST_W_03,SKU_02,-80.40635032988533,-20369.653223339505,non_positive_bill_value,transactions
OUT_03136,2023,1,DIST_W_01,SKU_10,-7.782506889365938,-2873.4939129771087,non_positive_bill_value,transactions
OUT_10964,2023,12,DIST_C_03,SKU_08,-87.54709278338383,-38520.73594506479,non_positive_bill_value,transactions
OUT_19039,2023,4,DIST_S_02,SKU_03,-68.97384555977345,-24140.81212282728,non_positive_bill_value,transactions
OUT_01823,2023,7,DIST_W_02,SKU_06,-55.22050188271172,-4638.520789371021,non_positive_bill_value,transactions
OUT_10246,2023,3,DIST_C_01,SKU_02,-35.45808396350258,-8982.692989019484,non_positive_bill_value,transactions
OUT_12539,2024,4,DIST_C_03,SKU_04,-6.444223803009212,-2094.326408809833,non_positive_bill_value,transactions
OUT_10963,2024,8,DIST_C_01,SKU_04,-72.10515070785686,-23434.22038394518,non_positive_bill_value,transactions
OUT_10305,2024,6,DIST_C_03,SKU_07,-12.369659330486735,-8040.30580939563,non_positive_bill_value,transactions
OUT_17017,2024,6,DIST_S_02,SKU_05,-7.052156148655578,-634.7275035600311,non_positive_bill_value,transactions
OUT_04882,2024,1,DIST_W_01,SKU_03,-7.97347521389468,-2790.7342987439893,non_positive_bill_value,transactions
OUT_19310,2023,4,DIST_S_01,SKU_02,-256.55435616496663,-64993.74403004113,non_positive_bill_value,transactions
OUT_09297,2023,9,DIST_C_03,SKU_06,-328.23151157001263,-27571.41083925921,non_positive_bill_value,transactions
OUT_01640,2024,6,DIST_W_02,SKU_02,-126.2318908349501,-31978.78731745065,non_positive_bill_value,transactions
OUT_06155,2025,3,DIST_W_02,SKU_06,-249.36394052852452,-20946.60850195314,non_positive_bill_value,transactions
OUT_11559,2023,11,DIST_C_01,SKU_03,-24.40353921499629,-8541.283352902721,non_positive_bill_value,transactions
OUT_08616,2023,4,DIST_W_01,SKU_02,-26.643184814807974,-6749.585040731913,non_positive_bill_value,transactions
OUT_10409,2023,9,DIST_C_01,SKU_02,-15.107895523856222,-3827.364571858036,non_positive_bill_value,transactions
OUT_04280,2025,12,DIST_W_02,SKU_08,-19.5581594965868,-8605.56276246831,non_positive_bill_value,transactions
OUT_09838,2025,12,DIST_C_02,SKU_01,-6.712030544453147,-2013.652167632306,non_positive_bill_value,transactions
OUT_02490,2023,7,DIST_W_01,SKU_05,-25.38428419620635,-2284.6244339103027,non_positive_bill_value,transactions
OUT_01861,2023,10,DIST_W_03,SKU_01,-8.871404921238092,-2661.467951730846,non_positive_bill_value,transactions
OUT_12514,2023,9,DIST_C_02,SKU_08,-54.163570729408704,-23831.92766345457,non_positive_bill_value,transactions
OUT_19076,2024,7,DIST_S_01,SKU_10,-7.732931050723392,-2855.243255747911,non_positive_bill_value,transactions
OUT_09164,2023,10,DIST_C_02,SKU_10,-7.80849298140363,-2883.090929873839,non_positive_bill_value,transactions
OUT_11908,2025,9,DIST_C_02,SKU_01,-10.11011974258662,-909.9179488941644,non_positive_bill_value,transactions
OUT_06676,2025,7,DIST_W_02,SKU_09,-3.266207065890576,-7185.673679675007,non_positive_bill_value,transactions
OUT_07263,2025,8,DIST_W_02,SKU_05,-67.56772853339169,-6081.064311664368,non_positive_bill_value,transactions
OUT_11707,2025,6,DIST_C_02,SKU_08,-14.917937924162608,-6563.845640248216,non_positive_bill_value,transactions
OUT_10448,2023,12,DIST_C_01,SKU_08,-48.72187021611036,-21437.57861227212,non_positive_bill_value,transactions
OUT_19325,2024,2,DIST_S_02,SKU_01,-49.60706265025135,-14882.13024799659,non_positive_bill_value,transactions
OUT_05138,2025,4,DIST_W_03,SKU_02,-26.71609249622218,-6768.091373325092,non_positive_bill_value,transactions
OUT_17753,2024,1,DIST_S_01,SKU_10,-10.29564564549364,-3801.457742712136,non_positive_bill_value,transactions
OUT_07785,2024,6,DIST_W_02,SKU_04,-5.51947610115511,-1793.835546599085,non_positive_bill_value,transactions
OUT_10423,2025,10,DIST_C_02,SKU_01,-27.58651139499963,-8276.001256486557,non_positive_bill_value,transactions
OUT_15299,2025,4,DIST_NW_02,SKU_04,-37.0338714342001,-12036.0318582956,non_positive_bill_value,transactions
OUT_08651,2024,1,DIST_W_02,SKU_09,-31.57320060664578,-69461.08154582647,non_positive_bill_value,transactions
OUT_12595,2025,9,DIST_C_02,SKU_05,-23.294338741684303,-2096.4968013550047,non_positive_bill_value,transactions
OUT_04173,2023,1,DIST_W_01,SKU_03,-9.85140601316578,-3448.004195123388,non_positive_bill_value,transactions
OUT_09482,2023,4,DIST_C_03,SKU_04,-52.82101049051042,-17166.838735297428,non_positive_bill_value,transactions
OUT_16492,2025,12,DIST_NW_02,SKU_03,-77.88022686698449,-27258.09985820714,non_positive_bill_value,transactions
OUT_14328,2023,3,DIST_NW_01,SKU_08,-26.83190380874728,-11806.08588685981,non_positive_bill_value,transactions
OUT_16229,2023,11,DIST_NW_01,SKU_02,-172.26113110178397,-43639.5295145968,non_positive_bill_value,transactions
OUT_02962,2023,10,DIST_W_03,SKU_07,-104.11997374765248,-67678.0133015242,non_positive_bill_value,transactions
OUT_04796,2025,1,DIST_W_01,SKU_05,-23.17573814156588,-2085.7724178577105,non_positive_bill_value,transactions
OUT_00536,2024,4,DIST_W_01,SKU_06,-81.9838568735432,-6886.64463083429,non_positive_bill_value,transactions
OUT_03877,2024,7,DIST_W_03,SKU_04,-8.504157251238471,-2763.864202141823,non_positive_bill_value,transactions
OUT_14165,2024,6,DIST_NW_01,SKU_08,-14.398054338447746,-6335.143037846392,non_positive_bill_value,transactions
OUT_16623,2024,6,DIST_NW_02,SKU_09,-15.649056091367704,-34427.894939807404,non_positive_bill_value,transactions
OUT_03342,2024,4,DIST_W_02,SKU_02,-27.976262032546668,-7087.313171059764,non_positive_bill_value,transactions
OUT_08058,2024,4,DIST_W_03,SKU_09,-7.0705242549254095,-15555.18595191035,non_positive_bill_value,transactions
OUT_02999,2025,5,DIST_W_02,SKU_04,-2.991156171870452,-972.1567543759768,non_positive_bill_value,transactions
OUT_06743,2025,7,DIST_W_01,SKU_04,-4.909393807058947,-1595.5034128712773,non_positive_bill_value,transactions
OUT_10448,2024,7,DIST_C_01,SKU_01,-31.217879668616057,-9365.332330895497,non_positive_bill_value,transactions
OUT_10805,2024,3,DIST_C_01,SKU_08,-34.43293950492973,-15150.476807391906,non_positive_bill_value,transactions
OUT_02781,2024,8,DIST_W_01,SKU_09,-6.905065716947526,-15191.126948890858,non_positive_bill_value,transactions
OUT_16839,2025,6,DIST_NW_02,SKU_04,-8.900381259785354,-2892.65995051296,non_positive_bill_value,transactions
OUT_00541,2024,11,DIST_W_02,SKU_07,-25.103303946303186,-16317.150463161666,non_positive_bill_value,transactions
OUT_07383,2023,2,DIST_W_03,SKU_01,-12.230788406353769,-3669.265157656292,non_positive_bill_value,transactions
OUT_14580,2025,1,DIST_NW_02,SKU_08,-5.9246256477840245,-2606.884319627311,non_positive_bill_value,transactions
OUT_17738,2024,11,DIST_S_01,SKU_08,-37.45397539361173,-16479.790916528247,non_positive_bill_value,transactions
OUT_16144,2025,3,DIST_NW_01,SKU_07,-57.9326809713792,-37656.2155825708,non_positive_bill_value,transactions
OUT_02941,2024,1,DIST_W_03,SKU_02,-197.7809480877491,-50104.4944256675,non_positive_bill_value,transactions
OUT_11992,2025,4,DIST_C_03,SKU_01,-17.795101374552114,-5338.530476102904,non_positive_bill_value,transactions
OUT_08953,2024,4,DIST_W_01,SKU_09,-4.425273977265379,-9735.599645349364,non_positive_bill_value,transactions
OUT_18768,2023,3,DIST_S_01,SKU_03,-24.803764841297003,-8681.35483415587,non_positive_bill_value,transactions
OUT_02499,2023,10,DIST_W_03,SKU_06,-55.23764904726739,-4640.011486465828,non_positive_bill_value,transactions
OUT_12295,2024,5,DIST_C_01,SKU_06,-305.90695685142674,-25696.16770527113,non_positive_bill_value,transactions
OUT_18267,2023,7,DIST_S_02,SKU_02,-88.60564435106566,-22446.756695966465,non_positive_bill_value,transactions
OUT_19777,2025,8,DIST_S_01,SKU_09,-6.173105941402653,-13580.808774315166,non_positive_bill_value,transactions
OUT_00886,2025,12,DIST_W_01,SKU_07,-173.24090473953265,-112606.62124541184,non_positive_bill_value,transactions
OUT_00069,2025,7,DIST_W_02,SKU_05,-58.23632504323659,-5241.262030480442,non_positive_bill_value,transactions
OUT_15740,2024,8,DIST_NW_02,SKU_10,-6.875841873864592,-2538.7864535082067,non_positive_bill_value,transactions
OUT_14202,2023,8,DIST_NW_02,SKU_09,-2.901426346404888,-6383.152197622978,non_positive_bill_value,transactions
OUT_07545,2025,1,DIST_W_03,SKU_07,-25.887026623530232,-16826.557338982682,non_positive_bill_value,transactions
OUT_13467,2025,12,DIST_NW_01,SKU_05,-19.086054443572618,-1717.7751926113058,non_positive_bill_value,transactions
OUT_14891,2024,2,DIST_NW_01,SKU_08,-5.053901832078587,-2223.6903944528435,non_positive_bill_value,transactions
OUT_08717,2023,2,DIST_W_02,SKU_02,-41.66519030680777,-10555.21052447974,non_positive_bill_value,transactions
OUT_11208,2024,5,DIST_C_02,SKU_08,-28.76769569976133,-12657.801509180876,non_positive_bill_value,transactions
OUT_05792,2023,8,DIST_W_01,SKU_06,-110.86844979210872,-9312.955201528728,non_positive_bill_value,transactions
OUT_19261,2023,1,DIST_S_01,SKU_07,-37.70658483739152,-24509.273627946768,non_positive_bill_value,transactions
OUT_08550,2024,10,DIST_W_03,SKU_09,-13.150722675617398,-28931.612900252152,non_positive_bill_value,transactions
OUT_16225,2024,12,DIST_NW_01,SKU_02,-63.1546154502116,-15999.219131935684,non_positive_bill_value,transactions
OUT_06660,2023,4,DIST_W_01,SKU_02,-217.0222356131278,-54979.01151125728,non_positive_bill_value,transactions
OUT_09300,2025,3,DIST_C_01,SKU_08,-6.48086843555542,-2851.5748618524995,non_positive_bill_value,transactions
OUT_11767,2023,10,DIST_C_01,SKU_07,-119.12502302908852,-77431.31459686864,non_positive_bill_value,transactions
OUT_07702,2023,5,DIST_W_02,SKU_06,-198.5312515261193,-16676.653179663048,non_positive_bill_value,transactions
OUT_17254,2025,8,DIST_S_02,SKU_09,-3.451342592114594,-7592.91567269354,non_positive_bill_value,transactions
OUT_13366,2025,3,DIST_NW_02,SKU_06,-117.35463199623618,-9857.813584147274,non_positive_bill_value,transactions
OUT_08475,2024,11,DIST_W_03,SKU_04,-3.801379252542473,-1235.495979673258,non_positive_bill_value,transactions
OUT_01619,2025,7,DIST_W_01,SKU_03,-9.360902514997615,-3276.3032489604184,non_positive_bill_value,transactions
OUT_06271,2024,7,DIST_W_01,SKU_01,-33.89024712101352,-10167.043833594043,non_positive_bill_value,transactions
OUT_19134,2024,8,DIST_S_01,SKU_02,-35.52901843067093,-9000.709339068484,non_positive_bill_value,transactions
OUT_19974,2023,2,DIST_S_01,SKU_06,-81.87474428514199,-6877.49986868987,non_positive_bill_value,transactions
OUT_06515,2023,3,DIST_W_02,SKU_10,-7.157699074478355,-2642.890846513932,non_positive_bill_value,transactions
OUT_15839,2023,12,DIST_NW_01,SKU_03,-35.776729320420046,-12521.867857936128,non_positive_bill_value,transactions
OUT_09108,2023,6,DIST_C_01,SKU_05,-24.13464834405872,-2172.088292258936,non_positive_bill_value,transactions
OUT_01326,2024,1,DIST_W_01,SKU_08,-5.174651813317486,-2276.86949497274,non_positive_bill_value,transactions
OUT_19584,2023,2,DIST_S_01,SKU_07,-43.28298015529145,-28133.901171917827,non_positive_bill_value,transactions
OUT_16276,2024,7,DIST_NW_02,SKU_10,-4.448675483937728,-1642.6216600989455,non_positive_bill_value,transactions
OUT_07522,2025,1,DIST_W_02,SKU_06,-105.75506097981574,-8883.411765307223,non_positive_bill_value,transactions
OUT_14226,2024,2,DIST_NW_01,SKU_05,-68.06883226268266,-6126.213942782302,non_positive_bill_value,transactions
OUT_09777,2024,1,DIST_C_02,SKU_02,-33.93909628507456,-8597.910370299123,non_positive_bill_value,transactions
OUT_06236,2024,4,DIST_W_01,SKU_07,-27.6538671920962,-17975.050462168947,non_positive_bill_value,transactions
OUT_02198,2024,6,DIST_W_03,SKU_04,-2.896262638194303,-941.3138943172868,non_positive_bill_value,transactions
OUT_15951,2024,2,DIST_NW_01,SKU_02,-184.08721657240653,-46635.4253979907,non_positive_bill_value,transactions
OUT_01450,2025,2,DIST_W_03,SKU_02,-18.199126352441183,-4610.40037838621,non_positive_bill_value,transactions
OUT_18527,2023,3,DIST_S_02,SKU_07,-21.68389043105023,-14094.484488532273,non_positive_bill_value,transactions
OUT_19570,2023,7,DIST_S_02,SKU_08,-27.69932465275642,-12187.669871017182,non_positive_bill_value,transactions
OUT_00619,2024,12,DIST_W_03,SKU_07,-171.47314998205343,-111457.54137467626,non_positive_bill_value,transactions
OUT_07678,2025,9,DIST_W_03,SKU_02,-83.53705765761454,-21162.74723075176,non_positive_bill_value,transactions
OUT_17430,2025,3,DIST_S_01,SKU_04,-28.49404095450478,-9260.608781373932,non_positive_bill_value,transactions
OUT_06596,2023,3,DIST_W_01,SKU_05,-26.24524780191637,-2362.1209765098693,non_positive_bill_value,transactions
OUT_09957,2024,6,DIST_C_01,SKU_08,-12.881680106050272,-5667.937432466256,non_positive_bill_value,transactions
OUT_12469,2025,1,DIST_C_01,SKU_09,-15.159552799271438,-33350.9880636861,non_positive_bill_value,transactions
